Epoch,F1 dev,Acc dev,Loss Train,Loss Dev,F1 test,Acc test
1,0.8561545113865668,0.9538152610441767,1.3969809745039259,0.4945353982038796,0.9349917081260364,0.9742441209406495
2,0.9206258890469416,0.9819277108433735,0.36641514977174144,0.22985159151721746,0.9349917081260364,0.9742441209406495
3,0.9379075701729516,0.9779116465863453,0.2147233626938292,0.20473302260506898,0.9349917081260364,0.9742441209406495
4,0.9582741981265966,0.9779116465863453,0.14449437316507102,0.16216942004393786,0.9349917081260364,0.9742441209406495
5,0.9496606334841629,0.9799196787148594,0.09935246893603887,0.13609970296965912,0.9349917081260364,0.9742441209406495
6,0.963237389569678,0.9919678714859438,0.0817015061820192,0.10790188201644924,0.9349917081260364,0.9742441209406495
7,0.9633001422475107,0.9919678714859438,0.060773832893132096,0.08296023512957618,0.9349917081260364,0.9742441209406495
8,0.957786651454649,0.9919678714859438,0.05428668297827244,0.09725103754317388,0.9349917081260364,0.9742441209406495
9,0.9693181818181819,0.9819277108433735,0.048572669474274986,0.12318094351212494,0.9349917081260364,0.9742441209406495
10,0.9653409090909091,0.9859437751004017,0.03334799603825169,0.13674207156873308,0.9349917081260364,0.9742441209406495
11,0.9679614403175503,0.9899598393574297,0.030264584796636233,0.11850313705872395,0.9349917081260364,0.9742441209406495
12,0.9654586636466591,0.9939759036144579,0.022598798421677203,0.09892590263916645,0.9349917081260364,0.9742441209406495
